2025-09-01 23:57:40.355 | INFO     | __main__:<module>:160 - 🚀 Starting AI Portfolio Backend Server...
2025-09-01 23:57:40.704 | INFO     | main:lifespan:23 - 🚀 Starting AI Portfolio Backend...
2025-09-01 23:57:40.704 | INFO     | main:lifespan:23 - 🚀 Starting AI Portfolio Backend...
2025-09-02 00:01:28.935 | INFO     | main:lifespan:28 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 00:01:28.935 | INFO     | main:lifespan:28 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:07:01.298 | INFO     | __main__:<module>:380 - 🚀 Starting AI Portfolio Backend Server (SOLID Architecture)...
2025-09-02 01:07:01.979 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:07:01.979 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:07:48.540 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:07:48.540 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:07:48.540 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:07:48.540 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:07:49.147 | ERROR    | app.services.github.github_repository:get_repositories:89 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:07:49.147 | ERROR    | app.services.github.github_repository:get_repositories:89 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:07:49.148 | ERROR    | main_solid:get_user_repositories:173 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:07:49.148 | ERROR    | main_solid:get_user_repositories:173 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:14:52.995 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:14:52.995 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:14:52.995 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:14:52.995 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:14:53.616 | ERROR    | app.services.github.github_repository:get_repositories:89 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:14:53.616 | ERROR    | app.services.github.github_repository:get_repositories:89 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:14:53.617 | ERROR    | main_solid:get_user_repositories:173 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:14:53.617 | ERROR    | main_solid:get_user_repositories:173 - Failed to fetch repositories: GitHub API error: 401
2025-09-02 01:15:11.672 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:15:11.672 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:15:17.576 | INFO     | __main__:<module>:380 - 🚀 Starting AI Portfolio Backend Server (SOLID Architecture)...
2025-09-02 01:15:18.255 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:15:18.255 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:15:23.306 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:15:23.306 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:15:23.306 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:15:23.306 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:15:23.925 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 0 active repositories for AliTheAnalyst
2025-09-02 01:15:23.925 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 0 active repositories for AliTheAnalyst
2025-09-02 01:16:23.359 | INFO     | main_solid:analyze_repository:185 - Analyzing repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:23.359 | INFO     | main_solid:analyze_repository:185 - Analyzing repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:23.360 | INFO     | app.services.github.github_repository:get_repository:95 - Fetching repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:23.360 | INFO     | app.services.github.github_repository:get_repository:95 - Fetching repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:24.021 | INFO     | app.services.github.repository_analyzer:analyze_repository:25 - Analyzing repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:24.021 | INFO     | app.services.github.repository_analyzer:analyze_repository:25 - Analyzing repository: AliTheAnalyst01/Machine-Learning-End-to-End-Project
2025-09-02 01:16:24.022 | ERROR    | app.services.github.repository_analyzer:analyze_repository:55 - Failed to analyze repository: list index out of range
2025-09-02 01:16:24.022 | ERROR    | app.services.github.repository_analyzer:analyze_repository:55 - Failed to analyze repository: list index out of range
2025-09-02 01:16:24.022 | ERROR    | main_solid:analyze_repository:228 - Repository analysis failed: list index out of range
2025-09-02 01:16:24.022 | ERROR    | main_solid:analyze_repository:228 - Repository analysis failed: list index out of range
2025-09-02 01:17:39.579 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:17:39.579 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:17:40.342 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:17:40.342 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:17:44.660 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:17:44.660 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:17:45.409 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:17:45.409 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:20:32.649 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:20:32.649 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:20:32.649 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:20:32.649 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst
2025-09-02 01:20:33.268 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 0 active repositories for AliTheAnalyst
2025-09-02 01:20:33.268 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 0 active repositories for AliTheAnalyst
2025-09-02 01:20:41.258 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:20:41.258 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:20:41.258 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:20:41.258 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:20:41.976 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 5 active repositories for AliTheAnalyst01
2025-09-02 01:20:41.976 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 5 active repositories for AliTheAnalyst01
2025-09-02 01:21:14.645 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:21:14.645 | INFO     | main_solid:lifespan:72 - 🛑 Shutting down AI Portfolio Backend...
2025-09-02 01:21:15.434 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:21:15.434 | INFO     | main_solid:lifespan:63 - 🚀 Starting AI Portfolio Backend (SOLID Architecture)...
2025-09-02 01:26:13.846 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:26:13.846 | INFO     | main_solid:get_user_repositories:145 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:26:13.846 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:26:13.846 | INFO     | app.services.github.github_repository:get_repositories:44 - Fetching repositories for user: AliTheAnalyst01
2025-09-02 01:26:14.529 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 5 active repositories for AliTheAnalyst01
2025-09-02 01:26:14.529 | INFO     | app.services.github.github_repository:get_repositories:85 - Found 5 active repositories for AliTheAnalyst01
2025-09-02 01:26:32.688 | INFO     | __main__:<module>:380 - 🚀 Starting AI Portfolio Backend Server (SOLID Architecture)...
2025-09-02 01:26:32.754 | INFO     | main_solid:analyze_repository:185 - Analyzing repository: AliTheAnalyst01/ai-portfolio-website
2025-09-02 01:26:32.754 | INFO     | main_solid:analyze_repository:185 - Analyzing repository: AliTheAnalyst01/ai-portfolio-website
